ss,right,left
326.0,9.360265478506818,8.90973825469831
326.5,9.360243890456651,8.909755344661779
327.0,9.360321978871955,8.909677880696572
327.5,9.36049412864275,8.909509488148444
328.0,9.360707524861597,8.909289853132213
328.5,9.361005808380883,8.908998729888589
329.0,9.361335462363142,8.908671369976059
329.5,9.361697824978148,8.908297999370228
330.0,9.362103171418529,8.907900196796414
330.5,9.362516008953023,8.90747791835679
331.0,9.362958818054814,8.907042296653053
331.5,9.363399070367802,8.9066067738123
332.0,9.363820827219657,8.906178396906025
332.5,9.364241745567824,8.905760769508397
333.0,9.364646587090169,8.905351347342288
333.5,9.365026769025715,8.90497987233925
334.0,9.365384658201792,8.90461547573549
334.5,9.365703374606088,8.904297580695184
335.0,9.365979857024712,8.90402171008259
335.5,9.36622906936244,8.903766265483817
336.0,9.366428738342188,8.90357195456
336.5,9.366581947555993,8.903412988757026
337.0,9.366679657525935,8.903318378448056
337.5,9.366747945244853,8.903255809929002
338.0,9.36673992110261,8.903258284738127
338.5,9.366697411246056,8.903302664862046
339.0,9.366590687374806,8.903402002267889
339.5,9.366444518691626,8.903561374119715
340.0,9.366250442952227,8.903754887287164
340.5,9.366002395884683,8.903994547443093
341.0,9.365713520687464,8.904288478432305
341.5,9.365373858969406,8.904624321137385
342.0,9.364993495075652,8.905007489442376
342.5,9.36458341901938,8.90541315547525
343.0,9.364166093943092,8.905842459313895
343.5,9.363685058456294,8.90630979090593
344.0,9.363200290019776,8.90680403356453
344.5,9.36269572432637,8.907304721459555
345.0,9.362188237415413,8.907813993478443
345.5,9.361681867432226,8.908310506141504
346.0,9.361183705698467,8.908814391443189
346.5,9.360694645450845,8.909303067064132
347.0,9.360241844087101,8.909761116155591
347.5,9.359800470629745,8.910200816325
